case_id,image_quality,damage_confidence,claim_image_consistency,image_order_consistency,policy_match_score,evidence_completeness,image_usable,relevant_region_visible,damage_detected,damage_evidence_quality,damage_needs_human_review,order_valid,policy_eligible,evidence_reliable
M4_W6_174,0.49864685094311817,0.6892181020804278,0.17158642616276865,0.5936692693880181,0.8293640559939016,0.8889666810872549,1,1,1,1.0,0,1,1,0
M4_W6_175,0.575616036786248,0.5704724912066752,0.5498911649531377,0.5558072932910879,0.6854920654458349,0.8971937565976316,0,1,1,1.0,0,1,1,0
M4_W6_176,0.8774839453192509,0.7805745628242657,0.5339435745280131,0.8562469158603241,0.788418852619827,0.45460827675054777,1,1,1,1.0,0,1,1,1
M4_W6_177,0.511252067558267,0.8123906750235108,0.5356212110493757,0.8161424382038597,0.8836002555451702,0.48870429817795985,1,1,1,1.0,0,1,1,1
M4_W6_178,0.9044873393323157,0.9851999552308064,0.9303545023712452,0.6923822834702024,0.541920909531823,0.638267931300062,0,1,1,1.0,0,1,1,0
M4_W6_179,0.8904910382057616,0.30894197082580777,0.4578413696655963,0.6337551940747914,0.6926540991644408,0.6675847085407463,1,1,1,1.0,1,1,0,0
M4_W6_180,0.6639760023510387,0.5201112877011871,0.7606571923797296,0.6208261607974511,0.7469486238852919,0.8260359174969755,1,1,1,1.0,0,1,0,0
M4_W6_181,0.5890980626110892,0.2502379748330086,0.5132743157198838,0.8837410449256542,0.8091637696874272,0.40655832444038825,1,1,1,1.0,0,1,1,0
M4_W6_182,0.5300562298534481,0.5796306360855052,0.6167496441701127,0.6504630298006188,0.9225589009211681,0.7806118557417554,1,1,1,1.0,0,1,1,1
M4_W6_183,0.9678431258536477,0.24779098075544412,0.6226180806581627,0.8232447122770614,0.6520003605823067,0.9409137723355205,1,1,1,0.0,0,1,0,0
M4_W6_184,0.5129438964892751,0.42842067221732305,0.799479996133626,0.6780486146022087,0.8563163432789725,0.9757779342479841,1,1,1,1.0,0,1,1,1
M4_W6_185,0.4492973421255058,0.7576347701406361,0.6756047687348591,0.5438372809296376,0.7234626446109415,0.8355264535036301,1,1,1,0.5,0,1,0,0
M4_W6_186,0.7014242206545043,0.4952996974455482,0.7098037826639352,0.6585184548302373,0.7680733624886308,0.49510754934808143,0,1,1,1.0,0,1,1,0
M4_W6_187,0.9423795246407145,0.5843524765445092,0.7366489594623933,0.4749935425800413,0.7704416821518802,0.6585318039565482,0,0,1,1.0,0,1,1,0
M4_W6_188,0.8991954574111077,0.2868978729849238,0.8250993322414697,0.6617948191988515,0.5546425154368609,0.6200021767284272,0,1,1,1.0,0,1,1,0
M4_W6_189,0.4245648115041934,0.8908080562792984,0.8806122260066782,0.8046345544943888,0.6537619440825434,0.748616126223038,1,0,1,1.0,0,1,1,0
M4_W6_190,0.640817063745405,0.5598642490376466,0.8140897763086616,0.8358229470240696,0.491464637658929,0.9482925981168715,1,0,1,1.0,1,1,1,0
M4_W6_191,0.28250587186094,0.5572351527924849,0.603509609753664,0.7978291846108633,0.8016014796054098,0.7610849878591185,1,1,1,1.0,1,1,1,0
M4_W6_192,0.45159601779548303,0.7370153105500323,0.776488173481406,0.4394138297041923,0.8449474210034139,0.6836245928742762,1,1,1,0.5,0,1,0,0
M4_W6_193,0.701487935814033,0.3473657281009218,0.7962987511412152,0.5907369455380947,0.6926417712287756,0.2875546874975855,1,1,1,1.0,0,1,1,0
M4_W6_194,0.7103876459284829,0.27664242131282557,0.7584545824890648,0.36268251125719,0.6704275872880243,0.881572850412587,1,0,1,1.0,0,0,1,0
M4_W6_195,0.25445952197065747,0.7711322109766636,0.5477223645257048,0.8755260295051468,0.8607440443667105,0.8024545400313058,1,1,1,1.0,0,1,1,1
M4_W6_196,0.7129061460540707,0.6566669144540694,0.8612692546170674,0.5549229220981661,0.7942954499557439,0.6951272860149491,1,1,1,0.5,0,1,1,1
M4_W6_197,0.5271203075590365,0.6897008209810901,0.6711256594140997,0.7746878676721692,0.8468648512241379,0.5719570686980543,1,1,0,1.0,0,1,1,0
M4_W6_198,0.4056013468408911,0.8443579954142977,0.8471317603330185,0.709111495313112,0.704432669383608,0.44772013303269226,1,1,1,1.0,0,1,1,1
M4_W6_199,0.6814353265158859,0.9777012904924365,0.5119040693295313,0.7495687752324108,0.8547398409898322,0.6341586964176716,1,1,1,1.0,0,1,1,1
M4_W6_200,0.6908465794756148,0.8822838189386767,0.7306149641895338,0.6737984616846091,0.7914320917680828,0.8036562832297488,0,1,1,1.0,0,1,1,0
M4_W6_201,0.9478538134199618,0.8764593101357633,0.8516496040102829,0.7808612739388852,0.6891758312467325,0.8794393517290655,1,1,1,1.0,0,1,1,1
M4_W6_202,0.6371661456943817,0.9551762929646748,0.8986580330158406,0.7615006209463665,0.6352590268039146,0.4844161613201746,1,1,1,1.0,0,1,1,1
M4_W6_203,0.5138442157044444,0.8065668569267229,0.6964554260661889,0.6209973661068112,0.757286588706077,0.8832992520538029,1,0,1,0.5,0,1,0,0
M4_W6_204,0.8174666687356191,0.8505421811453352,0.8628073165586946,0.5376412843819816,0.7019524224581953,0.7002719255099383,1,1,1,1.0,0,1,1,1
M4_W6_205,0.6851985499822194,0.6856994899244618,0.8457752069673206,0.7221631758796415,0.652762390301086,0.5078106935130539,1,1,1,1.0,0,1,1,1
M4_W6_206,0.8097680340446836,0.8230906877714819,0.9131206752330446,0.8243705905408812,0.887174311180457,0.6193735340421669,1,1,0,1.0,0,0,1,0
M4_W6_207,0.5905704710322375,0.7710231504357422,0.7027858395196775,0.6224185314611624,0.816953972307083,0.900048183772712,1,1,1,1.0,0,1,0,0
M4_W6_208,0.8314882819588969,0.4150507347509151,0.5912312702996249,0.7248784904951676,0.8492445740373552,0.6520507913240495,1,1,1,1.0,0,1,1,0
M4_W6_209,0.39877990349971015,0.5104961127500041,0.5185871562123671,0.4829879520585801,0.34145866926937574,0.2068871177754416,1,1,1,1.0,0,1,1,0
M4_W6_210,0.7449184247056987,0.525674230465453,0.640294635220051,0.7231104975234554,0.8371096590851193,0.8420938683426811,1,1,1,1.0,0,1,1,1
M4_W6_211,0.6859555090171887,0.4699049286158232,0.686776571488266,0.5841051423642948,0.7070523860603419,0.41002200100687164,0,1,1,1.0,1,1,1,0
M4_W6_212,0.3654623271823055,0.6917310075633581,0.8125713401106461,0.9525809935673702,0.8177193340699924,0.5220448405929604,0,0,1,1.0,0,1,1,0
M4_W6_213,0.6288262376295564,0.7870563828828537,0.8319480476886145,0.47329676421563943,0.4266512829886928,0.6141908247966668,1,1,1,0.5,0,1,1,0
M4_W6_214,0.2805655274595915,0.5189300732072134,0.7138325656387103,0.8614276757061741,0.6268645772536032,0.8633459362929822,1,1,1,1.0,0,1,1,0
M4_W6_215,0.6656441385761322,0.5729221213465496,0.8622174022955927,0.4875495779422322,0.7225642363399541,0.7758887567890784,1,1,1,1.0,0,1,1,0
M4_W6_216,0.7350888614352659,0.9243589912258464,0.3301150611159947,0.804105269610734,0.7288543199626352,0.8573937133569257,1,1,1,1.0,0,1,0,0
M4_W6_217,0.8625438164333774,0.5021003579202051,0.7786322372162449,0.7728517431679943,0.720350656047022,0.6662004827162966,0,0,1,1.0,0,1,1,0
M4_W6_218,0.7940841610366104,0.7268361861909929,0.8801182784697723,0.7646640136647036,0.8686370919599777,0.6316723940886227,1,1,1,1.0,0,1,1,1
M4_W6_219,0.6180487259378326,0.48272088578024624,0.3018732840226296,0.7872229296421024,0.6581505758825614,0.7771441493826103,0,1,1,1.0,1,0,1,0
M4_W6_220,0.60261071301506,0.5824876578871185,0.48995494117072846,0.4941308457410552,0.7208608886223496,0.6984365383651024,1,1,1,1.0,0,1,1,0
M4_W6_221,0.4011949086546405,0.6033895451172987,0.6775846397948773,0.7469682009589867,0.5794389367049158,0.6677349268380586,1,1,0,1.0,0,1,1,0
M4_W6_222,0.6374090856505387,0.7652642902519882,0.8510315494625944,0.38462882719484964,0.7938520686020645,0.8913544963381556,1,1,1,1.0,0,1,1,1
M4_W6_223,0.7574401840984081,0.5914215369154155,0.9717305080997727,0.5360730740088907,0.8272587216142027,0.7571456486198529,0,1,1,1.0,0,1,1,0
M4_W6_224,0.8912412298899487,0.5917135782876718,0.7440593731759034,0.60613188819698,0.7916659157909016,0.8108026416783332,1,1,1,0.0,0,1,1,0
M4_W6_225,0.6940185476035883,0.8498946670341628,0.7567659785147873,0.840024509922978,0.7893055757754369,0.7996864809964632,1,1,1,1.0,0,1,1,1
M4_W6_226,0.5157756753248595,0.6910311368045705,0.8732425920060832,0.6145529032415533,0.8275687432797757,0.9059670260826957,1,1,0,1.0,0,1,1,0
M4_W6_227,0.7505973690385006,0.5968284115367046,0.790313447298036,0.45826861092089466,0.7607538574164233,0.7442760351593075,1,1,1,1.0,0,0,1,0
M4_W6_228,0.651228961769448,0.6993579431249805,0.612990952470013,0.6223855362486198,0.8733745458925862,0.8497513380299858,1,1,1,1.0,0,1,1,1
M4_W6_229,0.8133835734605608,0.8452313161575602,0.49376102805654987,0.935958591170226,0.6159971508200053,0.8869158584224248,1,1,1,1.0,1,0,1,0
M4_W6_230,0.5948697918110657,0.6288669742984687,0.8718511571803048,0.57800794252523,0.5085604681133661,0.5377169058215615,1,1,1,1.0,0,1,0,0
M4_W6_231,0.6348593814537665,0.7412121685208793,0.9122276241093497,0.7476953025738532,0.6837866990645567,0.9359118249068938,1,0,1,1.0,0,1,1,0
M4_W6_232,0.628714605403334,0.8725490601753901,0.7066804007916345,0.945170298968284,0.9249801695688025,0.49085023900963126,1,0,1,1.0,0,1,0,0
M4_W6_233,0.6973766059183136,0.6901760859068008,0.9253860022961536,0.9813252071592844,0.5079969284709784,0.8856467278964553,1,1,0,1.0,0,1,1,0
M4_W6_234,0.6592562042078961,0.8287933008608377,0.9696050764286486,0.8673330866321202,0.9531621161426754,0.7026313152653212,1,1,1,1.0,0,1,1,1
M4_W6_235,0.7524686743461908,0.7905986739648941,0.9000571623132219,0.9560928886359303,0.6028976856235483,0.9568441940979946,0,1,0,1.0,1,1,1,0
M4_W6_236,0.3695135367081414,0.9547934383242814,0.3990518168631376,0.719830880185023,0.7184437638564916,0.7064544256980938,1,1,0,0.5,0,1,1,0
M4_W6_237,0.6315937490279203,0.49862655101723224,0.9069749024971144,0.959451006187807,0.6903105898786239,0.730378833993684,1,1,1,1.0,0,1,1,0
M4_W6_238,0.6651684200092938,0.80921095356125,0.4405548663922961,0.5942213771562447,0.8399605523635829,0.8877014004691793,1,1,1,0.0,0,1,1,0
M4_W6_239,0.9398213948442852,0.9164167769566901,0.4582348033120133,0.906561025743742,0.8164435264132529,0.7214170832744291,1,1,0,0.5,0,1,1,0
M4_W6_240,0.837199547681789,0.6607106217919836,0.849652703892729,0.5913501125889747,0.6840740760627392,0.8827487964893344,1,0,1,1.0,0,1,0,0
M4_W6_241,0.6285217410705518,0.7244959584132407,0.5643930539995212,0.9226992465650492,0.8876805200683158,0.962840626536924,1,1,1,1.0,0,1,1,1
M4_W6_242,0.9191558503281144,0.8629100607682677,0.571138694063511,0.7803253379812091,0.9342988800024928,0.9752240202550357,1,1,1,0.5,0,1,1,1
M4_W6_243,0.7260786565899723,0.6817524906070492,0.8228224340567034,0.5420691202457533,0.8314322625886318,0.8520415958680704,1,1,1,1.0,0,1,1,0
M4_W6_244,0.8120722776883668,0.568394204288214,0.3272913476179489,0.37570148245227064,0.7210423349606389,0.5015487099505362,1,0,0,1.0,0,1,1,0
M4_W6_245,0.8579656291139122,0.7308121055191259,0.8898419053480549,0.5520289663350922,0.7673312556556738,0.6918879322110647,1,1,1,1.0,0,1,0,0
M4_W6_246,0.9359807241985113,0.7753151413098622,0.8769130924535262,0.8799940114221988,0.6675169293739948,0.3113910022714212,1,0,1,1.0,0,1,1,0
M4_W6_247,0.7002504876275665,0.5275661522719023,0.9574019575825237,0.6490260920787327,0.599842206919133,0.731055130658803,1,0,0,0.5,0,1,0,0
M4_W6_248,0.9112383663883077,0.5877674858555051,0.874030465754541,0.4765571199418338,0.5073875786236359,0.7651107455043684,1,1,1,1.0,0,1,1,1
M4_W6_249,0.5044572167992698,0.8434796813112044,0.8173040780794892,0.8463820879350622,0.6887911704192896,0.1868656605016399,0,1,1,0.5,0,1,1,0
M4_W6_250,0.8442458590388192,0.8751344345444134,0.7400775535776107,0.930980736275565,0.6378419335664064,0.4702051508850384,1,1,1,1.0,0,1,1,1
M4_W6_251,0.7435945012222058,0.8191766666036577,0.49991179877102937,0.5755795615633138,0.8613965566566613,0.7968304425458176,1,1,1,1.0,0,1,1,1
M4_W6_252,0.7496785514903979,0.44157595921265425,0.6280535823616301,0.8504691493041563,0.8634603798877889,0.4747646130009807,0,1,1,1.0,0,1,1,0
M4_W6_253,0.5772004360077351,0.893883361960221,0.938691191059759,0.392665891164579,0.6917650295250282,0.7574316493238619,1,1,1,0.0,0,1,1,0
M4_W6_254,0.9098081978047853,0.7348836384357329,0.8259732466266416,0.6767479198185238,0.6317937039213465,0.762951411225482,0,1,1,0.0,0,1,1,0
M4_W6_255,0.8112687955660348,0.8180917170933015,0.899969130414504,0.6966636418669635,0.6414337675629316,0.7477618980634227,1,1,1,0.5,0,1,0,0
M4_W6_256,0.7481065888271545,0.5545967872021567,0.77135214810523,0.6760873814212172,0.9792261064318345,0.7621441240491343,1,1,1,1.0,0,1,1,1
M4_W6_257,0.6590683306350816,0.8221905550666591,0.6732747771894232,0.33790710013029857,0.5711895017451752,0.9121106332221305,1,1,1,1.0,0,1,1,0
M4_W6_258,0.3452994715909213,0.6306528626025043,0.7473017528300147,0.8647537830768447,0.8633751236534261,0.6169505779071087,1,1,1,1.0,0,1,1,0
M4_W6_259,0.8541128585187914,0.5903810702477273,0.6769834268250081,0.779111809385982,0.6588149611662979,0.9198650325797747,0,1,1,0.5,0,1,1,0
M4_W6_260,0.45481434216813493,0.2817666382097435,0.6584570677439019,0.8111353905694997,0.8851118340606302,0.5568036311093814,1,1,1,1.0,0,1,0,0
M4_W6_261,0.8840530921186661,0.5758588833393148,0.8475169748538602,0.6804651875960165,0.4895200381828387,0.8727115026029619,1,1,0,1.0,0,1,1,0
M4_W6_262,0.8569652218507747,0.7876016392285122,0.2174895581484041,0.7242334241824631,0.6882137245969189,0.7505792157038936,1,1,1,1.0,0,1,1,0
M4_W6_263,0.7930960969387013,0.8337942629287243,0.7895800237531365,0.6428465603923026,0.8389784155987183,0.5187295653374521,1,1,1,1.0,0,1,1,1
M4_W6_264,0.4935119376981646,0.46005309413983614,0.7519834476390835,0.8860119287097106,0.6248100787898159,0.39138503223421994,1,1,1,1.0,0,1,1,1
M4_W6_265,0.46312111310962695,0.7684861167341782,0.92641638667007,0.6452581519318629,0.7213337741814675,0.8497364841681553,1,1,1,1.0,0,1,1,0
M4_W6_266,0.7253396512815028,0.750958474771587,0.6675906851192911,0.9222875500197079,0.4743945478574684,0.7097269173745853,1,0,0,1.0,0,1,1,0
M4_W6_267,0.7476244721203293,0.6464120636371345,0.8134207969987559,0.7886791920845827,0.46239228408507504,0.709882324721279,1,1,0,1.0,0,1,1,0
M4_W6_268,0.31379528821057906,0.7673486135940863,0.707723512654633,0.6355953383855362,0.8028275455835129,0.7900483841628393,0,1,1,1.0,0,1,1,0
M4_W6_269,0.7041039628076632,0.5737329723492065,0.7645113498098911,0.7263357124464961,0.8029885577111835,0.774607314966007,1,1,1,1.0,0,1,1,1
M4_W6_270,0.352059647684716,0.9369599002090342,0.747058435388565,0.6870670935431227,0.7901145131955721,0.8753546774417119,1,1,1,1.0,0,1,1,1
M4_W6_271,0.5700912033912867,0.6205622576114921,0.5599757727677755,0.6903094148179909,0.7905749845385109,0.7811747274268843,1,0,1,1.0,1,1,1,0
M4_W6_272,0.7154401507747669,0.7574583839093689,0.39391462020713786,0.6115554624777446,0.8696872335056992,0.9082748659266656,1,0,1,1.0,0,1,1,0
M4_W6_273,0.37383128172505886,0.7885288125800969,0.7625600002922297,0.6388319712654997,0.7951583274121737,0.5609477552631319,1,1,1,1.0,0,1,1,1
M4_W6_274,0.4749545667184592,0.8162699219761369,0.6454647118964137,0.7975090889735844,0.7861307058846351,0.6714754611626077,1,1,1,1.0,0,1,0,0
M4_W6_275,0.6170542903537799,0.23314279759123854,0.671823616210779,0.7244447415106245,0.5713593817350288,0.644547651442985,1,1,1,0.5,0,0,1,0
M4_W6_276,0.5502768778116018,0.8986730328641852,0.6970648666647106,0.765237433047602,0.7509728582303989,0.5104011207772563,1,0,1,1.0,0,0,1,0
M4_W6_277,0.6716001558059493,0.6683340775272075,0.8737510060183913,0.844830044000477,0.4897571712077751,0.9402907357423779,1,1,1,1.0,0,1,1,1
M4_W6_278,0.8608782949322156,0.3312287263103698,0.8645180324898378,0.572844945128708,0.5660377009416433,0.71878093858063,1,0,1,1.0,0,1,1,0
M4_W6_279,0.8047362280609667,0.765428702034446,0.38697663963966056,0.7111433929422492,0.5291160202099923,0.5877208643630736,0,1,0,1.0,0,1,1,0
M4_W6_280,0.6455695615943259,0.8681005575317053,0.4767662066195382,0.6737893989132777,0.4254919048854068,0.5424417506627186,1,1,0,0.5,0,1,1,0
M4_W6_281,0.8142349916759511,0.5984008938759279,0.7463810760581834,0.3370592619104795,0.7292005617127061,0.7363704567279349,1,1,1,0.0,0,1,1,0
M4_W6_282,0.7268206284095996,0.6809809841054426,0.6993461086681535,0.6135904262318989,0.7791984333412267,0.3436942352627691,1,1,1,1.0,0,1,1,0
M4_W6_283,0.6728690158076487,0.7262320815355191,0.386276553791648,0.7124874723973602,0.42836916318896523,0.6827345287410804,1,1,1,0.0,0,1,1,0
M4_W6_284,0.4101197087927099,0.2483580212508048,0.7803396541335272,0.9236118732327329,0.6408466804357239,0.591836413180133,1,1,1,1.0,1,1,1,0
M4_W6_285,0.6395693902637162,0.5003916679922299,0.7599927272028708,0.5683864569631804,0.70103384289815,0.6534647445634906,1,1,1,1.0,0,1,1,0
M4_W6_286,0.691021045788128,0.6197692638634669,0.8531017956507306,0.3902568016198735,0.5262294205947906,0.5101599915798761,1,1,1,1.0,0,1,1,0
M4_W6_287,0.42318445667265137,0.4602524014609587,0.8275471728943126,0.7226913402408228,0.8480318614614087,0.8589924620576209,1,1,1,1.0,1,1,0,0
M4_W6_288,0.8088031313262133,0.9444687334684561,0.780412696705458,0.9666443562007585,0.9070669149745264,0.8240506366595849,1,1,1,1.0,0,1,1,1
M4_W6_289,0.6496136153944897,0.8596772003680601,0.27345462561236583,0.8503737524946074,0.6789711561059613,0.8233124139496304,1,1,1,1.0,0,1,1,0
M4_W6_290,0.5975854193063014,0.7394978188955456,0.9051265287420365,0.6469890592774837,0.7272670817994729,0.6477550696126232,1,1,1,1.0,0,1,0,0
M4_W6_291,0.9448285621140653,0.7694251231139378,0.38124861437688823,0.6196889347994956,0.7224184444730611,0.6989019227219877,1,0,0,1.0,0,1,1,0
M4_W6_292,0.8880915925775119,0.9091786928298279,0.5649164719585157,0.6325143362149157,0.591141739399685,0.4479123168307212,1,0,1,1.0,0,1,1,0
M4_W6_293,0.3005725576875941,0.6833667371449605,0.788558895522458,0.7997241892845574,0.6081443924925285,0.752632694338636,1,1,0,1.0,0,1,1,0
M4_W6_294,0.9326502016743426,0.7732601900251823,0.797650910570193,0.8701803950834281,0.33290068967978975,0.9716601015718772,1,1,1,1.0,1,1,1,0
M4_W6_295,0.8599794175720941,0.7556397775141277,0.4133756506107451,0.8034071487445005,0.8656000042030156,0.7813778100694779,1,1,1,1.0,0,1,1,1
M4_W6_296,0.6359861690600694,0.7614138621326033,0.7749809149664061,0.981969229458617,0.7926567178150808,0.9348548180022411,1,1,0,1.0,0,1,1,0
M4_W6_297,0.6792908527898663,0.7905834203604108,0.84985563917987,0.6935964333107777,0.9467066547316794,0.35469323374942535,0,1,0,1.0,1,1,1,0
M4_W6_298,0.4246501247671612,0.4406832344436928,0.7937224026867618,0.8808994834325875,0.6218583012319295,0.529086809064021,1,1,0,1.0,0,1,0,0
M4_W6_299,0.5050613624704037,0.5357066455697556,0.7666619128855038,0.7267366517948403,0.6102063277134201,0.7987961237540007,1,1,1,1.0,0,1,1,0
M4_W6_300,0.48197993666924666,0.7085562440338844,0.4545141017578468,0.6289944238425833,0.7812330822698327,0.5606162856920475,1,1,1,1.0,0,1,1,0
M4_W6_301,0.7717637009263837,0.738218339078613,0.7833712921090346,0.6625309209652123,0.5284392652456723,0.8799185249428814,1,1,1,0.0,0,1,1,0
M4_W6_302,0.6464662324870005,0.48617106614353905,0.7505304456986636,0.4047224999230173,0.860582018260971,0.8615053996054843,1,0,1,1.0,0,1,1,0
M4_W6_303,0.7661498946611794,0.7263704954998094,0.9376683451744587,0.47339199019048694,0.7640168626024241,0.7959034577821423,0,1,0,1.0,0,1,1,0
M4_W6_304,0.7932980806402309,0.5710995512283427,0.5207074658227111,0.826499835675486,0.5913403252918856,0.6762212808628633,1,0,1,1.0,0,1,1,0
M4_W6_305,0.8468100552299828,0.5409108350230474,0.674737958166037,0.9029600321101825,0.6042790625730508,0.6279390948272678,1,1,1,1.0,0,1,1,1
M4_W6_306,0.17005959128688997,0.8959322304894527,0.7142009402627469,0.6159351223693922,0.6308495588267222,0.6608855037393053,1,1,0,1.0,0,1,0,0
M4_W6_307,0.6993791490617093,0.6360378359245045,0.6517109894408509,0.5591228783820328,0.6311954347358231,0.8547616118323738,1,0,0,1.0,0,1,1,0
M4_W6_308,0.8225841548533445,0.5199813658537139,0.9359939300221286,0.756012990005976,0.44940251388680313,0.2961000321475388,1,1,0,1.0,1,1,1,0
M4_W6_309,0.8906597519438949,0.8901077149104003,0.7649779559870675,0.33498106951206047,0.973549215717694,0.5683017824777643,1,1,1,0.5,0,1,1,0
M4_W6_310,0.8205587344346699,0.4430306290064513,0.6885441441531032,0.44618560440982163,0.567972127883999,0.45321516155451835,1,1,1,1.0,0,1,1,0
M4_W6_311,0.5154010633320805,0.7812314154785298,0.5884364665316174,0.6958030243084103,0.7506684611190786,0.6555892418406036,1,1,0,1.0,0,0,1,0
M4_W6_312,0.6584147948022315,0.8052338309586763,0.888556532553282,0.6781747022737814,0.6240653879715211,0.5838870534278038,1,1,1,0.5,0,1,1,0
M4_W6_313,0.9376154477585029,0.4574847027154311,0.718870441656455,0.8521867737389559,0.46569057099411376,0.762645452568542,1,1,1,1.0,0,1,1,1
M4_W6_314,0.23992487207307328,0.9625630090582881,0.514256904163653,0.7945430286808278,0.3471699629005785,0.6156922900477941,1,1,0,0.5,0,1,1,0
M4_W6_315,0.8135651524024972,0.7470891172223828,0.7908549119296528,0.7372608472891518,0.887214176281333,0.6642948697970638,1,1,1,1.0,0,1,0,0
M4_W6_316,0.7626357643541644,0.9189290675690633,0.43783980116737375,0.7766028834126996,0.7103577260863059,0.8976933133542413,1,1,1,1.0,1,1,1,0
M4_W6_317,0.7697590329934995,0.43817275109117104,0.8137221386734362,0.8064054224604605,0.5681756501860161,0.884444021147945,0,1,1,0.5,0,1,1,0
M4_W6_318,0.5631811000861386,0.5904208989706785,0.7345478512984703,0.7885133614459601,0.818496904013737,0.7062731069397037,0,1,1,1.0,0,1,1,0
M4_W6_319,0.5324005726042297,0.7513051615242825,0.8098018762382456,0.6412297196325617,0.8738969207621324,0.47452169779909203,1,1,0,0.5,0,0,1,0
M4_W6_320,0.7229568611128677,0.7559818207615124,0.6086302571590209,0.5889562506860837,0.5690308153382173,0.743575388000907,0,1,1,1.0,0,1,0,0
M4_W6_321,0.8465232081107497,0.8269802081844229,0.7576392519095079,0.48447109492570245,0.6552196776375476,0.6478093171580525,1,0,1,0.5,0,1,1,0
M4_W6_322,0.23219877313601292,0.5045826172055884,0.9170594633199427,0.8326306638450223,0.8170590402632893,0.763230170525111,1,1,1,1.0,0,1,1,0
M4_W6_323,0.7179931795559504,0.9267096486952955,0.44370421863275794,0.6296232175761206,0.772455307720726,0.7411342093942949,1,1,0,1.0,0,1,0,0
M4_W6_324,0.8251493108439056,0.61354694824626,0.5349282388925414,0.6831801750911971,0.7746680867318473,0.6847393603389749,0,1,0,1.0,0,1,1,0
M4_W6_325,0.23270461271590667,0.599814257630774,0.4436913365149927,0.7931365666526068,0.888101082243736,0.9391708320297331,1,1,1,0.0,0,1,1,0
M4_W6_326,0.7827126700877075,0.9855524850432518,0.7930060464129163,0.7988288982348166,0.4199307105702819,0.42605812988251174,1,1,1,1.0,0,0,1,0
M4_W6_327,0.25024068396702087,0.6228671819143672,0.7983335470077365,0.8581247216175123,0.543005532122197,0.7448354936206958,1,1,1,1.0,0,1,1,0
M4_W6_328,0.1497346193557771,0.743012417897197,0.30006106423384055,0.6844730829839553,0.23693732226823933,0.7339272956940595,1,1,1,0.5,0,1,1,0
M4_W6_329,0.5087483856837377,0.45153993811277304,0.7094650889903891,0.6791346176403655,0.9331213644839844,0.6764304215933558,1,1,1,1.0,0,1,0,0
M4_W6_330,0.4571459851819125,0.7651829003840109,0.4877829157142005,0.7651988178745853,0.8622575268884853,0.7393956553816972,1,1,1,1.0,0,1,1,1
M4_W6_331,0.5435499667019591,0.6195909484634899,0.775428621253416,0.5847959517291598,0.7105214908604035,0.6961994085010373,1,1,1,1.0,1,1,1,0
M4_W6_332,0.8839644481926479,0.10973657795316566,0.4037797762662969,0.8435058244722806,0.7044445957674419,0.8246580411110235,1,1,1,1.0,0,1,1,0
M4_W6_333,0.9447774288024837,0.3823253849777434,0.6104744496275489,0.7098094347394825,0.8033914544110902,0.7512002173775367,1,1,1,1.0,0,1,1,1
M4_W6_334,0.8935983484719748,0.6130588952530107,0.8567993816014196,0.646156270063634,0.9155462172947703,0.8792950476699306,1,1,1,1.0,0,0,1,0
M4_W6_335,0.43780529894123366,0.5522743178314311,0.7397324016519274,0.6200176942267962,0.7548901672746633,0.7794331409763797,1,1,1,1.0,0,1,1,0
M4_W6_336,0.7831464669223462,0.80602925774557,0.5431552715200221,0.8663448649932056,0.6741852486386493,0.9092701032158019,1,1,1,1.0,0,1,1,1
M4_W6_337,0.8088380278433389,0.2718062603107681,0.325296233495849,0.6046915714942024,0.6926038759518295,0.676131736781695,1,1,1,1.0,0,1,1,0
M4_W6_338,0.9191678791310831,0.8883779366813089,0.6017610869075714,0.33202711461157836,0.7812938440652273,0.6907591705796441,1,1,1,1.0,0,1,1,0
M4_W6_339,0.5803545118410119,0.7153500994818601,0.7047915804768228,0.7452569355496791,0.5792931994880748,0.7935049445381291,1,0,0,1.0,0,1,1,0
M4_W6_340,0.651630102416654,0.5453494606559695,0.9968933280100586,0.7509605997229091,0.510835667185707,0.6796605267552724,1,1,1,1.0,0,1,1,0
M4_W6_341,0.6714321017834891,0.7868878986768026,0.8696656291468485,0.7717624817607672,0.8093655218622303,0.6385076681927108,1,1,0,1.0,0,1,1,0
M4_W6_342,0.6523962226373251,0.8218353382042151,0.6230269319954671,0.5287565772532056,0.7919395903616379,0.6774994982471253,0,1,1,1.0,0,1,1,0
M4_W6_343,0.5235552509971749,0.627602513901983,0.8890436019154085,0.44601605257692833,0.3998872152153618,0.8028339992301895,1,1,1,1.0,0,1,0,0
M4_W6_344,0.6614858013349689,0.8739569655761306,0.6931992726663067,0.6509509458431912,0.829510211873691,0.8750893539193072,1,1,1,1.0,0,1,1,1
M4_W6_345,0.38589801615391534,0.6040531073573653,0.7508215497964247,0.32443073008872625,0.6324563786479471,0.5998163053337383,1,1,1,1.0,0,1,1,0
M4_W6_346,0.47809534794197694,0.5947238276980115,0.941838211057675,0.5086067189241488,0.7701206122281937,0.9609492109515695,1,1,0,0.5,0,1,1,0
M4_W6_347,0.23954022285947318,0.923699586584698,0.42199286737629693,0.9008647633531572,0.4817236469486897,0.8462971467518694,0,1,0,1.0,0,1,1,0
M4_W6_348,0.8611711418438297,0.8890320611511647,0.589621042773687,0.837807640064145,0.4284213210442204,0.9375084784808467,1,1,1,0.5,0,1,0,0
